id_review,review,title,Suma de score,Suma de service,platform,id_nick
R100578,"Tanta tiene ya cierto posicionamiento en los consumidores por su calidad de comidas, precio y atención. Si bien, es un restaurante caro, todo vale la pena. La comida es buenísima y la atención no se queda atrás. Si eres extranjero y quieres probar comida criolla (Cocina peruana), te recomiendo 100% Tanta.",¡Buenísima experiencia!,5,224871,tripadvisor,etsumiSalazar
R1005780,"Soy asiduo comensal de Madam Tusan Chacarilla y siempre salgo satisfecho, pero ayer 1° enero tuve una pésima atención. Se demoraron en tomar pedido más de 15 minutos. Luego de 15' se acercó otra moza a confirmar pedido y tuvo que pasar más de una hora adicional para que sirvieran platos. Cuando lo hicieron ya no teníamos hambre. Todos estábamos fastidiados y de mal humor. Lastima que un momento que debió ser alegre, terminó en una situación de fastidio.","",2,247176,googleplaces,117965661793029658143
R1005781,"Se tardaron mucho tiempo en servir mi pedido,más de 45 min para ser exactos. creo que un restaurante de gran categoría debería poder optimizar mejor su tiempo para realizar la atención a tiempo. No volvería a este lugar así tengan buena sazón.","",2,247176,googleplaces,102359447483304234166
R1005782,Buenazo,"",5,247176,googleplaces,111090988463409029970
R1005783,Hay demasiada gente. La lista de espera es larga. La comida es bastante buena,"",3,247176,googleplaces,100703464836914020994
R1005784,"Muy buen restaurante de comida china, con un ambiente muy agradable y con un estilo oriental.","",5,247176,googleplaces,112602483115553832943
R1005785,"Delicioso, muy acertado el mozo con su sugerencia, excelente atención","",5,247176,googleplaces,103799409519438373993
R1005786,"Su comida, muy buena... No es tan agradable el ambiente... Mesas grandes pero no ayuda el volumen de la musica a comunicarte con tus acompañantes... Pareciera que estas entre un restaurante y una discoteca.","",4,247176,googleplaces,110001065095756584250
R1005787,"Local muy cómodo, excelente atención y la comida merece un capítulo aparte D E L I C I O S A","",5,247176,googleplaces,116508453710905399003
R1005788,Muy agradable lugar,"",5,247176,googleplaces,106184588972399181691
R1005789,Muy bueno como todas las sucursales de Madam Tusan. Muy buenos platos y con la calidad de siempre la atención de los mozos muy buena y siempre atento a los comensales.100 % recomendable y precios muy buenos.,"",5,247176,googleplaces,100888281397844057996
R100579,"E mejor plato es el Gran Combinado.Los jugos son buenos, pero me molestó mucho que cuando pedí un sorbete el mozo me dijo que no me lo podía entregar por una campaña del medio ambiente y otras cosas, pero cuando otra persona de otra mesa le pedió, éste se lo entregó inmediatamente sin darle el mismo discurso que me dio. Igual me parece contradictorio esta situación cuando en otras bebidas (limonada, cócteles y otros) si ponen sorbetes de manera directa. Punto para corregir.",El mejor plato es el Gran Combinado - Alinear sus Políticas de Medio Ambiente,5,224871,tripadvisor,mezas
R1005790,Problemas con el estacionamiento,"",4,247176,googleplaces,101045396507828222460
R1005791,"Horrible, comida fria a destiempo¡¡ algunos platos se olvidaron de traerlos demoro mucho, y el chicharron valiente parecian las sobras de pollo frito.","",1,247176,googleplaces,107123483908725959275
R1005792,La srta que nos atendió fue muy fría y el joven robusto fue muy muy amable.,"",2,247176,googleplaces,100237906038367202324
R1005793,"Lindo lugar, buen ambiente, comida con increíble matices de sabores.Una observación. No puedo subir escaleras po lo que no pude acceder a los servicios higiénicos disponibles solo en el segundo piso. (¿?)","",4,247176,googleplaces,112681824014395435664
R1005794,"Buena cena, buen ambiente, buena atención.","",5,247176,googleplaces,110502197597178059147
R1005795,Muy buen sabor el de la comida. Un poco lenta la atención,"",4,247176,googleplaces,112970881481440303828
R1005796,Excelente ambiente muy buena atencion y la comida en su punto,"",5,247176,googleplaces,100336329134477840347
R1005797,"No es comida china original, ni sus platos son los típicos q encuentras en un chifa, pero son muy buenos, de calidad y sabrosos.La presentación tanto de la infraestrucutura del local como la disposición de mesas y la prrsentación de la comida son muy buenos y el servicio es de primeras, los.precios no son caros pero tampoco baratos y si tienen ofertas con Movistar Prix, aprovechenla q son buenas","",4,247176,googleplaces,110488479851910106318
R1005798,Buena comida y atención,"",5,247176,googleplaces,107222166093580290611
R1005799,"Amabilidad, buena sazón del plato principal y excelente postre de cierre.","",5,247176,googleplaces,101963900027682220763
R100580,"El Restaurante tiene varios locales. Esta vez elegimos el de Plaza Salaverry. Muy rica la comida y a precios razonables. El Lomo Saltado sin duda, mi plato favorito !",Rica opción para degustar comida típica del Perú,4,224871,tripadvisor,essrrvv
R1005800,"Muy buenos platos.Hacen una fusion de sabores, todos los platos de chifa pero más gourmet.Muy recomendable","",4,247176,googleplaces,104954979923677856685
R1005801,"Muy buen lugar para comer especialidades orientales, muy buen servicio y excelentes especialidades. Yo no soy un experto en comida oriental pero el personal que me atendió me orientó muy amablemente a la hora de elegir que comer. El lugar cuenta con ballet parking y todo muy recomendado.","",4,247176,googleplaces,113919518776492797333
R1005802,"La fiesta del pato es deliciosa, las entradas también","",4,247176,googleplaces,107166075639186593976
R1005803,"Ambiente agradable, atención excelente, ricos y novedosos platillos, la presentación de sus platos son porciones para 2 ó 3 personas acompañada de su respectiva guarnición, perfectos para cenar, para el almuerzos preveer : )","",5,247176,googleplaces,117905306398818618793
R1005804,"Excelente lugar para comer, platos variados, deliciosos, buena atención, precios accesibles.","",5,247176,googleplaces,114175974487662350498
R1005805,Excelente atención y platos muya agradables y variados,"",5,247176,googleplaces,100589021833321071958
R1005806,Todos muy atentos,"",5,247176,googleplaces,109946914832021787317
R1005807,"Buena atención, buen sabor en la comida y local impecable","",5,247176,googleplaces,105981853281043650945
R1005808,Comida muy agradable.Buena atención. Postre recomendable la copa 3 leches,"",5,247176,googleplaces,116952198984867214361
R1005809,"Muy buen lugar para almorzar, tomar un trago y comer un postre. La comida es bastante buena y tiene una buena variedad de platos. Los postres también son muy buenos. Te sugiero hacer reserva pues el lugar suele llenarse rápido. El local tiene valet parking. Sí se aceptan tarjetas de crédito y débito.","",5,247176,googleplaces,110897798224778954279
R100581,"Nada que ver. Fuimos por un almuerzo de trabajo, siempre había escuchado de este lugar y tenia mucha curiosidad. Pedí causushis que no son más que mini causas y unos spagettis. Una amiga pidió un arroz con pollo que la verdad mejor lo hacen en mi casa. Cuando voy a un restaurante que tiene bastante publicidad espero disfrutar la comida, pero me pareció simple y por un precio muy alto, no compensa para nada. Hay muchos lugares en Lima más baratos y de mejor sabor. Lo único rescatable fue la decoración y atención. No volvería ni lo recomendaría",Puro marketing,2,224871,tripadvisor,ayra M
R1005810,Muy agradable pero hay q llegar temprano,"",4,247176,googleplaces,103153497614525281062
R1005811,Muy buena experiencia. Comida muy sabrosa. Buena atención.,"",5,247176,googleplaces,112251860643532872319
R1005812,"La comida buena, la atencion deja mucho que desear","",3,247176,googleplaces,114444963560962604798
R1005813,"Aún cuando la comida es muy buena, el precio es elevado. La atención es regular para buena.","",3,247176,googleplaces,109128631773169384676
R1005814,Muy rico todo!,"",5,247176,googleplaces,111486173186517397241
R1005815,Muy buena comida excelete,"",5,247176,googleplaces,106081563891265719379
R1005816,"La mayor parte de lo que pedimos tenía muy buen sabor aunque los fideos, que según el mozo eran parte fritos y parte sancochados llegaron demasiado fritos y el chicharron de pollo un poco crudo (les diria que lo corten más pequeño). Lo mejor: el wantán frito","",4,247176,googleplaces,106804167422064491293
R1005817,"Estupenda atención, rica comida.  Super recomendable","",5,247176,googleplaces,111822062756652044273
R1005818,Exelente,"",5,247176,googleplaces,111751216012728193378
R1005819,Excelente atención y la comida muy rica y de primera!,"",5,247176,googleplaces,100829071123374853576
R100582,"Dentro de las variadas y tan buenas opciones para comer que ofrece Lima, este lugar está dentro de lo esperado. Muy sabroso el cebiche y el ají de gallina.",Normal,3,224871,tripadvisor,corcione
R1005820,"Excelente, comida, atención y precio. Uno de mis restaurantes favoritos❤","",5,247176,googleplaces,102468081289989056684
R1005821,"Ambiente propicio para una crna de negocios, excelente atención,  recomiendo la terraza","",5,247176,googleplaces,113401213539313078534
R1005822,"Es un buen restaurante de comida china, se come bien,tiene un ambiente bonito,limpio, un poco ruidoso ( los clientes) precios medianamente altos, atención rápida y agradable, muy poco estacionamiento (cuenta con valet parking) seguro ,se puede pagar con tarjetas","",3,247176,googleplaces,112695735159178912914
R1005823,Super agradable y la comida deliciosa.,"",5,247176,googleplaces,101227655893854217686
R1005824,El trato es personalizado y describen los platos presentados,"",5,247176,googleplaces,110872056228294981911
R1005825,Excelente!!! Altamente recomendable 10 puntos,"",5,247176,googleplaces,117786251955418172996
R1005826,"Madam Tusan, uno de los restaurantes con más reputación en el Perú, su variedad de platos en la carta es destacable,aveces cuesta decidirse un poco jeje. Cuentan con servicio de parking y su atención es buena y rápida (Aunque el local esté lleno,no demoran mucho) además de tener un local con buena decoración, iluminación y limpieza. Sirven muy buenas porciones, nunca les falta sabor a las comidas y tienen una amplia gama de bebidas. Recomiendo al 100% cualquier plato que incluya pato!","",5,247176,googleplaces,103509080275396646551
R1005827,Excelente atención,"",5,247176,googleplaces,106586504392790079975
R1005828,Excelente,"",5,247176,googleplaces,100747393279446629563
R1005829,"Excelente chifa fusionado con ingredientes peruano, que hace la comida deliciosa y única.   Confortable lugar  para pasarla bien y buena atención.","",5,247176,googleplaces,117205864967565563141
R100583,"Muy buen ambiente, recomendado el aji de gallina, pastel de chocol, crema de zapallo loche.La comida es muy buena, y rica, tiene un precio no muy elevado, y es una buena porción la que se sirve.Lo malo, no tiene muchos platos en la carta a diferencia de otros tantas en lima.","Delicioso, pero falta mayor variedad de platos en la carta",4,224871,tripadvisor,arina t
R1005830,"Aeropuerto, arroz chufa charapita, etc y sobre todo la atención... súper buena!","",5,247176,googleplaces,106414457663827487418
R1005831,Grandioso fabuloso estupendo maravilloso me encantó,"",5,247176,googleplaces,112286961285832457230
R1005832,"Excelente lugar y muy buena comida , precios alcanzables","",5,247176,googleplaces,115428708989302536717
R1005833,La comida estuvo bien aunque ligeramente salada. El servicio muy pero muy lento. Se demoraron una eternidad en atendernos a pesar de que el local no estaba ni en el 50% de su capacidad.,"",3,247176,googleplaces,107221193978074769506
R1005834,"Bonito ambiente, la mejor atenciónY estuvo buena la comida","",5,247176,googleplaces,106997930475420997701
R1005835,"Uffff, recontra recomendado","",5,247176,googleplaces,113835551905933312260
R1005836,"Le di muchas oportunidades al madam tusan de san Borja y de chacarilla pero lo último que me paso fue demaciado, pedi con mi enamorada chaufa felix y el aeropuerto de pollo para llevar por que la atención que recibíamos de los mozos a sido muy mala( fuimos muchas veces a comer a salon) y para nuestra sorpresa el chaufa olía fuertisimo a los mariscos, era un olor raro pero igual lo comí y el aeropuerto estaba con el arroz duro y el pollo era mínimo, comparti con mi enamorada ambos platos. Al día siguiente nos dio una infección fuertisima dolores de estómago náuseas y dolores de cabeza que tratamos de llevarlo durante el día y en ese día no pudimos comer casi nada del dolor que teníamos, en la noche tuvimos que ir de emergencias por los vomitos sin parar y diarrea. Fue intoxicación por mal manejo del refrigerado en los mariscos, actualmente estoy con medicinas y un gasto de 400 soles por esta intoxicación. Actualmente creo que caras vemos corazones no sabemos y en este caso la cocina es la que no sabemos , siempre me gusto ir a madam tusan, es una pena que tanto su servicio como su cocina no funcionan bien, solo tienen un restaurante bonito, lo que me paso no se lo deseo a nadie y claramente no regresare y mucho menos recomendare ningún madam tusan por que les di muchas oportunidades, tanto como ir al local o pedir para llevar o pedir delivery, todos me han desepcionado.","",1,247176,googleplaces,103293670146577037807
R1005837,"La sopa wantan esta insípida no tiene sabor a nada ,y el aeropuerto taypa estaba salado 😩","",1,247176,googleplaces,117692676574960217109
R1005838,Variedad de comida !,"",3,247176,googleplaces,104257582503061039033
R1005839,De lo mejor de lima,"",5,247176,googleplaces,116310575564757784543
R100584,"No me movió nada el lugar, la comida de regular a mala, el guiso mal presentado... Definitivamente hay mucho mejores lugares en Lima...",Nada sorprendenre,2,224871,tripadvisor,hristopher R
R1005840,Por su gastronomía y muy buena atención,"",5,247176,googleplaces,115419048385488555134
R1005841,"Muy buen lugar para comer, no es el mejor chifa pero no está mal","",3,247176,googleplaces,115278972984106063146
R1005842,todo muy rico y rapido en llegar,"",5,247176,googleplaces,101433581371538517844
R1005843,Su atención excelente y los pedidos que hicimos exquisitos.,"",5,247176,googleplaces,108534921895526203421
R1005844,"Un buen lugar para compartir con la familia, deliciosa comida y excelente atención.","",5,247176,googleplaces,109560126593028313295
R1005845,Excelente atencion y deliciosos platos. Muy rico.,"",5,247176,googleplaces,117312087428387739518
R1005846,Ingredientes de alta calidad. Sabores exquisitos. Atención rápida y esmerada.Local limpio y bien decorado. Bien pagado.,"",5,247176,googleplaces,108349163741010822335
R1005847,"Buena atención, pero si tienes hambre, sus porciones no satisfacen tu necesidad. Sr debe evaluar el costo beneficio.","",3,247176,googleplaces,100191273889503425308
R1005848,Muy bueno,"",4,247176,googleplaces,106811658828280485985
R1005849,"Es un restaurante muy agradable, los platos son deliciosos, la atención de los mozos es excelente. Sin embargo, los valet parking nos entregaron la camioneta con un rayón y la verdad fueron poco amables además porque aseguraban que así la habían recibido. Esto le resta puntos importantes que ya se habían ganado. Tanto adentro como afuera del restaurante el servicio debería ser excelente.","",3,247176,googleplaces,105468877368470604192
R100585,"Personalmente es uno de los mejores restaurantes de comida peruana. El lomo saltado es exquisito, muy recomendado.",Riquísimo,5,224871,tripadvisor,alonsor
R1005850,Sabores muy planos,"",3,247176,googleplaces,112434227212974456538
R1005851,"El pato estuvo buenísimo, sin embargo la sopa pac pow podría me3","",4,247176,googleplaces,104536638418521383172
R1005852,"Buena atención y platos muy ricos, punto. Mejorar es que la mesa para 4 personas es incomoda cuando sirven los platos.","",4,247176,googleplaces,106438151748653734387
R1005853,"Excelente  compañía, comida y atención!","",5,247176,googleplaces,107542733829531023699
R1005854,Muy bueno. Comida muy rica. Mozos muy atentos y preparados. Excelentes sugerencias.,"",5,247176,googleplaces,104448595358656166628
R1005855,Excelente todos los platos que degustamos ésta noche.,"",5,247176,googleplaces,104901531348860858438
R1005856,Habia demasiada gente. Y vi poco baile del dragon,"",5,247176,googleplaces,115489198100390879942
R1005857,"Excelente comida, calidad, variedad y buena atención.","",5,247176,googleplaces,107428516384767415409
R1005858,Muy buena opción para comer fusión Chino-peruana.El lado negativo fue la nula limpieza de los baños,"",4,247176,googleplaces,116208253913031010969
R1005859,El local es impresionante. 5 estrellas. Con respecto a la comida bastante buena pero sin llegar a llamarme la atención como para convertirme en asiduo cliente o darle las 5 estrellas. La oferta de platos ofrece una fusión de comida China con influencia peruana. Ordenamos dim sung tanto al vapor como fritos. Honestamente no se la razón por la cual gaston acurio no llega a impresionarme con su propuesta de fusión chino peruana. No encuentra la manera de hacer un buen wantan frito.Prueben los jugos de combinación frutas peruanas. Exelentes. La atención  no se siente por lo cual concluyo que es buena pero las mesas cuadradas son un poco incomodas para 4 comensales pues son muy pequeñas. Al concluir la cena le obsequiaron las clásicas galletas de la suerte.,"",4,247176,googleplaces,107680108153258878662
R100586,"Muy informal, pero no deja de perder su clase. El nivel de la comida es bastante bueno y su relación precio/calidad me pareció muy bueno. Pero no es un restaurante barato, pero sus precios son buenos en relación a la buena comida . Su barra es limitada pero suficiente, este tipo de locales no es concurrido por gente exigente en la coctelería. Su comida es muy variada. para todos los gustos, la pesca del día es respetable. Su cebiche muy respetable. En realidad su relación precio calidad es aceptable por la buena calidad de la cocina. Para regresar","Buena comida, en un lugar casi informal y lgo bullicioso",4,224871,tripadvisor,illiam t
R1005860,"Muy buena atención, excelente servicio de Adrián me recomendó y me explico cómo era cada preparacion. Celebre 16 aniversario de boda, me sentí muy agradecida con mi anfitrión.","",5,247176,googleplaces,113656526222056818580
R1005861,"Comida deliciosa, ambiente de primera. 👌","",3,247176,googleplaces,114544952151229382904
R1005862,Excelente atencion,"",4,247176,googleplaces,100818435119946603549
R1005863,Excelente comida.,"",5,247176,googleplaces,110589971268631569091
R1005864,"Opciones  vegetarianas ♡ un poco lenta la atención para ser jueves y considerando que estaba al 20% de capacidad del restaurante. Meseros amables, buen sabor, porciones grandes, platos variados, la anfitriona que te recibe es un poco desganada. Fuimos 4 personas por un cumpleaños y le regalaron un postre :)","",4,247176,googleplaces,113339265117774472659
R1005865,"Buenísimo y los precios, totalmente manejables","",5,247176,googleplaces,106169396513560480056
R1005866,Excelente . Lo mejor alitas tusan ;],"",5,247176,googleplaces,111482809121259470952
R1005867,Me encanta buena atención.,"",5,247176,googleplaces,111979273316069633997
R1005868,"Conocía 3 lugares de la misma franquicia, a éste primera vez que iba. Mantiene el estándar de los otros, lugar cómodo, la comida la sentí bien, con la misma calidad. Tiene valet parking.","",4,247176,googleplaces,101904898828051365409
R1005869,"Muy buena comida oriental. Les recomiendo el  tallarían saltado So Ho Fa de loma jugoso (tallarían de arroz), muy bueno.","",5,247176,googleplaces,100657024644543314161
R100587,"No pensé encontrar una nueva bebida favorita , el chillando de hierba Luisa es espectacular !!! Seguido del de Camu Camu , los macerados de chillamos fuertes para mi gusto pero si son ricos también.",Excelentes tragos,5,224871,tripadvisor,arenaR4643VC
R1005870,"Atención esmerada, felicitaciones.","",5,247176,googleplaces,111940997067652636444
R1005871,"Muy buena experiencia, sorprendida porq no tienen pescado en la carta","",5,247176,googleplaces,104293075009240628663
R1005872,Deliciosa comida china,"",5,247176,googleplaces,114724479286807110637
R1005873,"Muy rica la comida,altamente recomendable","",5,247176,googleplaces,105353207440990067031
R1005874,Una excelente atención.. quizás mejor que los otros madam...,"",5,247176,googleplaces,109194275392159953932
R1005875,"Excelente. Comida, atención y su ubicación. Nos sentimos con una atención personalizada. Visiten Madam Tusan. Gracias.","",5,247176,googleplaces,102077714939729618590
R1005876,Muy bueno,"",5,247176,googleplaces,105527935427198481637
R1005877,Un excelente lugar  y atención,"",5,247176,googleplaces,100701037535309890897
R1005878,La comida exquisita.,"",5,247176,googleplaces,112894535033434098983
R1005879,Buena y variada comida en un ambiente acogedor. Tomamos uno de los privados y la velada fue de lo mejor.,"",5,247176,googleplaces,105874817197562353397
R100588,"Este restaurant ofrece comida tipica peruana estilizada al estilo ""fast food"". Ideal si estas apurado y quieres dar una rapida probada a la famosa comida peruana. Es otra de las ""famosas ideas"" de Gaston. Si realmente quieres comer verdadera comida peruana, anda a un restaurant tipico de verdad.",Peruvian Fast Food,3,224871,tripadvisor,apricornio2012
R1005880,"Les gusta cobrar mas de lo que dice en la carta, son unos vivos......","",1,247176,googleplaces,102875400235507297511
R1005881,Buena comida y buen ambiente apoyado en ser día de semana y no estar tan lleno lo que facilitó la atención y la velocidad de esta,"",5,247176,googleplaces,102965853012318602723
R1005882,"Primera vez que voy y cubrió mis expectativas, excelente ambiente y la comida deliciosa, volveré","",5,247176,googleplaces,111865720830801455858
R1005883,buena comida tipo oriental para disfrutar en grupo o solo 😋,"",4,247176,googleplaces,102879447761387648151
R1005884,Excelente comida!,"",5,247176,googleplaces,113917560927391460875
R1005885,Sabor oriental y excelente atención,"",5,247176,googleplaces,116300985578362354403
R1005886,Muy Rico,"",5,247176,googleplaces,111657236685455244596
R1005887,La comida siempre es buena en esta cadena. La plancha mixta es buenaza!Arroz chaufa charapa no fue tanto de mi gusto pero ok.Atención MUY atenta. Definitivo volvería,"",4,247176,googleplaces,100976766679145902365
R1005888,Buen ambiente y exquisitos platos orientales.,"",5,247176,googleplaces,116726412043436836070
R1005889,"Buena comida sabores muy agradables y únicos, pero se tardan en atender, no se si es distracción de los mozos o es desorganizado","",4,247176,googleplaces,105406708920260564329
R100589,"Muy buen ambiente, el trato genial y la lista de menu en ingles y español muy bien detallada. No se olviden de pedir el Lomo Saltado",riquisisimo,4,224871,tripadvisor,ale706
R1005890,"Estuvo muy bueno, rico y que queda uno. Satifecho","",5,247176,googleplaces,114948076014997701010
R1005891,Muy buena la comida ...me gustó,"",5,247176,googleplaces,105058854648990328830
R1005892,Muy Rico,"",4,247176,googleplaces,101974877232039590883
R1005893,"Todo muy bueno, pero cuando dijimos que deseábamos llevarnos algunas cosas que nos quedaron, nos lo pusieron en los descartables, al llegar a casa, nos dimos con la sorpresa que no habían puesto lo que queríamos llevar, la verdad que me pareció de muy mal gusto y de actitud ridícula, una lástima","",1,247176,googleplaces,110577616742616265826
R1005894,Muy buena atención y comida sigue siendo excelente🎉👍👍,"",4,247176,googleplaces,106973875973838510871
R1005895,Un lugar agradable para visitar y nada mas.,"",3,247176,googleplaces,101055608408371430452
R1005896,Demoran muchísimo. Y traen el pedido por partes en vez de a todos los asistentes al mismo tiempo.,"",2,247176,googleplaces,111580311369296272421
R1005897,Muy bueno,"",5,247176,googleplaces,116381816057522712963
R1005898,Comida peruano-china (chifa) muy rica. Lugar acogedor. Lo mejor son los postres.,"",5,247176,googleplaces,110893893252701840151
R1005899,Todo excelente ... El sabor la disponibilidad . El local . Los meseros parecen ser más detallistas,"",5,247176,googleplaces,117804916705718831804
R100590,"Tienen muy buena comida, el precio es alto pero vale la pena; si te gustan las sopas tienes que probar el aguadito y si te gusta al comida criolla tienen varios platos que son una delicia.",Muy buena comida,5,224871,tripadvisor,uigi D
R1005900,"Esperaba un poco más, tal vez tuve la idea de un chifa tradicional, pero más me parecío solo un restaurante de colores rojo y dorados con platos cercano a lo que un chifa te ofrece. No se dejó ver algún chino y más bien mozos y mesera educados. La ambientación interesante varios tipos de mobiliario para comer. A la hora de almuerzo se llena rápido.La sopa wantan nada espectacular: parecía más bien un caldo de pollo. El Sahofan seco muy bueno de sabor, pero la carne de res algo difícil de comer. Buena carta de tragos.","",3,247176,googleplaces,113602854441453086312
R1005901,Buena atencion,"",4,247176,googleplaces,102722833390199100913
R1005902,"Buen ambiente, bonito lugar muy rica comida","",5,247176,googleplaces,106796527654423554066
R1005903,"Tranquilo, confortable, con aire acondicionado y bonita decoración.Buen servicio","",4,247176,googleplaces,102044356419911297499
R1005904,Buena fusión.,"",5,247176,googleplaces,112855808229084586422
R1005905,"Excelente toda la comida  que consumimos igual sus refrescos, y las personas que atienden muy amables saben su trabajo. Reunión familiar la pasamos muy bien.","",5,247176,googleplaces,100217651105170016567
R1005906,"Musica de yola polastry, chavo del 8, etc, empezaron a caer partículas y pedazos de plastico azul sobre las mesas por los ductos de aire","",3,247176,googleplaces,115613537732318600838
R1005907,.. Muy bueno,"",5,247176,googleplaces,112473398724146520065
R1005908,"Excelente comida y la atención de Gabriel a ni que se diga, felices festejando el cumple de Adrianita.","",5,247176,googleplaces,117022542658924891244
R1005909,"Muy rico, no es barato pero vale la pena, los platos están bien servidos, sacaron un par de platos muy buenos como el pato a la laguna y chaufa montado con tortilla de langostinos. El pato asado deshuesado es buenaso, el aeropuerto chi jaukay también, el chaufa felix entre otros.","",4,247176,googleplaces,105971369691335149164
R100591,"pedi un seco tanta y es lo mas horrible que he probado era dulce feo, completamente desagradable y el ceviche tiradito tb feo . mi compañero pidio aji de gallina y tb estaba feo los trozos de pollo grandes, insipido la naranjada era pura miel, tuve q pedir hielo y tratar de bajarlo pero nada !!! pesima la comida mucha propagando en vano",Pesimo,1,224871,tripadvisor,etzabel S
R1005910,Todo muy agradable como siempre👍,"",5,247176,googleplaces,103823877962794639809
R1005911,Atención buena y muy rico.,"",4,247176,googleplaces,111697880569018213111
R1005912,"Me encanta el ambiente, la atencion, el servicio y por supuesto la comida","",5,247176,googleplaces,113008856623334719353
R1005913,Muy bueno,"",5,247176,googleplaces,103974266753432458798
R1005914,"Es muy agradable ambiente, buena.comida y la atención de primera.....los recomendaré","",5,247176,googleplaces,110988937576515392271
R1005915,La comida muy rica....el ambiente agradable...aunque nos tocaron grupos grandes y la acústica no es buena,"",5,247176,googleplaces,101850987717817264413
R1005916,Comida pasable..,"",3,247176,googleplaces,102232967950501706596
R1005917,Fui en bicicleta y no tienen lugar para dejarla. Ni el valet ni la recepcionista ofrecieron ninguna solución. Una pena. Parece que tienen clientes de sobra.,"",1,247176,googleplaces,107291536351051383633
R1005918,Comida buena y de calidad aunque llego fria. Entiendo tiempo de espera mejor es no tomar para llevar ya que causa que quienes estamos almorzando esperemos mas de una hora por un plato. Servicio es bueno pero mejor organización en orden de ingreso y de atencion de los platos a la mesa,"",1,247176,googleplaces,115853814175732745114
R1005919,"Fui a probar el menú de 28 soles y he quedado encantada! De entrada hay para escoger entre 2 wantanes fritos con salsa de Tamarindo y sopa fuchifú. Opté por la sopa que estaba DELIICOSA, la recibí muy caliente (necesario para este clima invernal limeño), tenía bastante trocitos de pollo y un sabor maravilloso. Luego de plato de fondo opté por el que traía una base de arroz chaufa + tortilla de huevo + pollo chijaukay. Fue muy copioso con un excelente sabor. Prácticamente no pude terminar y tuve que pedir que en volvieran para llevar lo que no pude comer. Como bebida elegí una fanta. El servicio fue excelente. Todo por 28 soles, definitivamente valió cada sol. Lo recomibeod y regresaré!","",5,247176,googleplaces,100936506010185057203
R100592,Estaba muy cerca al Hotel (Costa del Sol) y nos encantó. Atención esmerada y mejores platos. Recomendable.,Delicioso,4,224871,tripadvisor,ulliorazio
R1005920,Excelente comida,"",5,247176,googleplaces,106752471229555145078
R1005921,Muy rico la comida y ma atención excelente,"",5,247176,googleplaces,115623661049835782678
R1005922,Lugar tranquilo,"",5,247176,googleplaces,116615044207798465188
R1005923,Buena atención y platos exquisitos...,"",4,247176,googleplaces,109667363230069434614
R1005924,Excelente comida y trato 👍,"",5,247176,googleplaces,117522218084195899491
R1005925,Me.gusto todo. Deberían contar con platos familiares. Para sentir la esencia del.chifa.,"",5,247176,googleplaces,118435513553664654078
R1005926,"Poquito y caro pero rico y acogedor, una con otra 😋","",5,247176,googleplaces,106919085432435166454
R1005927,"Exquisita comida, donde la fusión chino- peruano no se congeló en el tiempo y siguió evolucionando.","",4,247176,googleplaces,106804408757295384432
R1005928,La comida es buena pero demoran en atender,"",4,247176,googleplaces,114566503633774988200
R1005929,Muy buena su comida,"",5,247176,googleplaces,106064430913298777729
R100593,"Fui a celebrar mi cumpleaños y aunque sólo al comienzo la atención fue un poco lenta. Debo decir que todo fue excelente, me sentí muy feliz y satisfecha y el personal logró que me olvide d:)todo.","Excelente día, gran comida",5,224871,tripadvisor,omina_jj
R1005930,El ya conocido madam tusan además de su variada carta cuenta con un menú ejecutivo que ofrece aeropuertos (arroz chafa combinado con tallarines y una tortilla de huevo). Siempre un buen chifa.,"",5,247176,googleplaces,116051524041482728668
R1005931,Buen servicio y trato cordial.,"",5,247176,googleplaces,110462003622229265267
R1005932,Muy buen chifa,"",5,247176,googleplaces,101921355486449114592
R1005933,"La atencion del personal, los potajes variados, muy ricos  de acuerdo a la carta y los ajies deliciosos. En resumen todo.","",5,247176,googleplaces,113389633183812031647
R1005934,Muy bonito y su personal amables y la comida precios cómodos todo bello.,"",5,247176,googleplaces,114106716866331775176
R1005935,Todo muy bueno....,"",5,247176,googleplaces,115067755470827113046
R1005936,Es muy delicioso y atentos con los clientes .son lo maximo,"",5,247176,googleplaces,111947503592203050479
R1005937,Bonito lugar. Comida agradable. Chifa.,"",5,247176,googleplaces,102264728605760075645
R1005938,Excelente atención comida fusión muy rica,"",5,247176,googleplaces,107019673381483399407
R1005939,Buenazo!,"",5,247176,googleplaces,110448261257943030986
R100594,"El fin de semana fui con unos amigos y aunque ya había ido antes a almorzar al de San Miguel, este Tanta me pareció un lugar tranquilo y con buen ambiente.Pedí anticucho y un trago piscopolitan, todo bien y los precios muy bien.Ambiente, comida y trago va de acuerdo a los precios.",Lugar tranquilo!!,4,224871,tripadvisor,asseniam2018
R1005940,"Sitio agradable, con valet parking, el promedio de precio de los platos es a partir de 25 soles. Buen sabor y atención","",5,247176,googleplaces,103043729031820441268
R1005941,Comida fusión china muy rica,"",5,247176,googleplaces,115491157925386015932
R1005942,Uno de los mejores chifas de Lima.,"",5,247176,googleplaces,116837492621181253379
R1005943,Muy bueno,"",5,247176,googleplaces,111201665859874692769
R1005944,"Excelente como siempre, muy bien atendidas por Christian","",5,247176,googleplaces,100006389008423905697
